Username,EntryID,Status,Current_Pick,Additional_Info
Ryansitter,0390d7d0-6b47-4028-8bd4-147f8c5a9bf6,Active,WIS,
Ryansitter,0390d7d0-6b47-4028-8bd4-147f8c5a9bf6,Active,ARIZ,
Ryansitter,0390d7d0-6b47-4028-8bd4-147f8c5a9bf6,Active,AUB,
Ryansitter,0390d7d0-6b47-4028-8bd4-147f8c5a9bf6,Active,MD,
Ryansitter,0390d7d0-6b47-4028-8bd4-147f8c5a9bf6,Active,Unknown,
Keith-Coumbe,03e09e06-fa70-45a2-941d-fab812645a6b,Active,WIS,
Keith-Coumbe,03e09e06-fa70-45a2-941d-fab812645a6b,Active,CONN,
Keith-Coumbe,03e09e06-fa70-45a2-941d-fab812645a6b,Active,PUR,
Keith-Coumbe,03e09e06-fa70-45a2-941d-fab812645a6b,Active,MD,
Keith-Coumbe,03e09e06-fa70-45a2-941d-fab812645a6b,Active,Unknown,
dezcaughtit9288,04522425-4a81-41fa-8e23-5faf79de7ddf,Active,TTU,
dezcaughtit9288,04522425-4a81-41fa-8e23-5faf79de7ddf,Active,ISU,
dezcaughtit9288,04522425-4a81-41fa-8e23-5faf79de7ddf,Active,PUR,
dezcaughtit9288,04522425-4a81-41fa-8e23-5faf79de7ddf,Active,MD,
dezcaughtit9288,04522425-4a81-41fa-8e23-5faf79de7ddf,Active,Unknown,
payme2023,0cc50c07-6dbb-453c-9885-a95f1e412d75,Active,GONZ,
payme2023,0cc50c07-6dbb-453c-9885-a95f1e412d75,Active,UK,
payme2023,0cc50c07-6dbb-453c-9885-a95f1e412d75,Active,TTU,
payme2023,0cc50c07-6dbb-453c-9885-a95f1e412d75,Active,MD,
payme2023,0cc50c07-6dbb-453c-9885-a95f1e412d75,Active,Unknown,
Bdubs,0d059436-2b5a-4967-9857-49b0ad33a44c,Active,GONZ,
Bdubs,0d059436-2b5a-4967-9857-49b0ad33a44c,Active,ORE,
Bdubs,0d059436-2b5a-4967-9857-49b0ad33a44c,Active,PUR,
Bdubs,0d059436-2b5a-4967-9857-49b0ad33a44c,Active,MD,
Bdubs,0d059436-2b5a-4967-9857-49b0ad33a44c,Active,Unknown,
samtrevino,0e865d24-eb7b-4b44-95e2-5f048f580f16,Active,TTU,
samtrevino,0e865d24-eb7b-4b44-95e2-5f048f580f16,Active,ARIZ,
samtrevino,0e865d24-eb7b-4b44-95e2-5f048f580f16,Active,PUR,
samtrevino,0e865d24-eb7b-4b44-95e2-5f048f580f16,Active,MD,
samtrevino,0e865d24-eb7b-4b44-95e2-5f048f580f16,Active,Unknown,
wheelhouse2,0ebcb7c4-5be8-436c-a25f-e351f23c7735,Active,SJU,
wheelhouse2,0ebcb7c4-5be8-436c-a25f-e351f23c7735,Active,ARIZ,
wheelhouse2,0ebcb7c4-5be8-436c-a25f-e351f23c7735,Active,TTU,
wheelhouse2,0ebcb7c4-5be8-436c-a25f-e351f23c7735,Active,MSU,
wheelhouse2,0ebcb7c4-5be8-436c-a25f-e351f23c7735,Active,Unknown,
msowa24,112d506b-f9ea-4453-b6c0-4b040525c845,Active,UCLA,
msowa24,112d506b-f9ea-4453-b6c0-4b040525c845,Active,CONN,
msowa24,112d506b-f9ea-4453-b6c0-4b040525c845,Active,PUR,
msowa24,112d506b-f9ea-4453-b6c0-4b040525c845,Active,MSU,
msowa24,112d506b-f9ea-4453-b6c0-4b040525c845,Active,Unknown,
slashtastic,14ca292f-83a8-4ad9-8c64-fef25016e39c,Active,WIS,
slashtastic,14ca292f-83a8-4ad9-8c64-fef25016e39c,Active,ISU,
slashtastic,14ca292f-83a8-4ad9-8c64-fef25016e39c,Active,TTU,
slashtastic,14ca292f-83a8-4ad9-8c64-fef25016e39c,Active,MSU,
slashtastic,14ca292f-83a8-4ad9-8c64-fef25016e39c,Active,Unknown,
cmcon33,1768fb21-dbc2-4479-8454-e7d858567f46,Active,UCLA,
cmcon33,1768fb21-dbc2-4479-8454-e7d858567f46,Active,SMC,
cmcon33,1768fb21-dbc2-4479-8454-e7d858567f46,Active,PUR,
cmcon33,1768fb21-dbc2-4479-8454-e7d858567f46,Active,MD,
cmcon33,1768fb21-dbc2-4479-8454-e7d858567f46,Active,Unknown,
jeffpierce567,18091b70-12c9-471e-b2db-7aa7bb8b4de8,Active,SJU,
jeffpierce567,18091b70-12c9-471e-b2db-7aa7bb8b4de8,Active,ISU,
jeffpierce567,18091b70-12c9-471e-b2db-7aa7bb8b4de8,Active,TENN,
jeffpierce567,18091b70-12c9-471e-b2db-7aa7bb8b4de8,Active,MD,
jeffpierce567,18091b70-12c9-471e-b2db-7aa7bb8b4de8,Active,Unknown,
tschilla,1c2f9406-9e62-40e4-9c8d-5b3e7aa0461d,Active,SJU,
tschilla,1c2f9406-9e62-40e4-9c8d-5b3e7aa0461d,Active,UK,
tschilla,1c2f9406-9e62-40e4-9c8d-5b3e7aa0461d,Active,PUR,
tschilla,1c2f9406-9e62-40e4-9c8d-5b3e7aa0461d,Active,MSU,
tschilla,1c2f9406-9e62-40e4-9c8d-5b3e7aa0461d,Active,Unknown,
pandyspicks,1d07d2da-944e-4276-9076-af6ce9f604de,Active,WIS,
pandyspicks,1d07d2da-944e-4276-9076-af6ce9f604de,Active,MD,
pandyspicks,1d07d2da-944e-4276-9076-af6ce9f604de,Active,TENN,
pandyspicks,1d07d2da-944e-4276-9076-af6ce9f604de,Active,ALA,
pandyspicks,1d07d2da-944e-4276-9076-af6ce9f604de,Active,Unknown,
hedgetho,1d366baa-355e-4787-a153-2f215ed6fff3,Active,GONZ,
hedgetho,1d366baa-355e-4787-a153-2f215ed6fff3,Active,UK,
hedgetho,1d366baa-355e-4787-a153-2f215ed6fff3,Active,TTU,
hedgetho,1d366baa-355e-4787-a153-2f215ed6fff3,Active,ISU,
hedgetho,1d366baa-355e-4787-a153-2f215ed6fff3,Active,Unknown,
RCGRAYSON,1efc6c75-67b9-4233-b9d3-c2eaa65ae7a5,Active,GONZ,
RCGRAYSON,1efc6c75-67b9-4233-b9d3-c2eaa65ae7a5,Active,ARIZ,
RCGRAYSON,1efc6c75-67b9-4233-b9d3-c2eaa65ae7a5,Active,TTU,
RCGRAYSON,1efc6c75-67b9-4233-b9d3-c2eaa65ae7a5,Active,MD,
RCGRAYSON,1efc6c75-67b9-4233-b9d3-c2eaa65ae7a5,Active,Unknown,
jd1287,1f127aa3-9a2a-4e7d-837b-395c68ddb9d0,Active,SJU,
jd1287,1f127aa3-9a2a-4e7d-837b-395c68ddb9d0,Active,UK,
jd1287,1f127aa3-9a2a-4e7d-837b-395c68ddb9d0,Active,PUR,
jd1287,1f127aa3-9a2a-4e7d-837b-395c68ddb9d0,Active,MD,
jd1287,1f127aa3-9a2a-4e7d-837b-395c68ddb9d0,Active,Unknown,
cjcarstens2,218f5bbf-ff67-4eb2-97a5-93ca6afbd1b2,Active,SJU,
cjcarstens2,218f5bbf-ff67-4eb2-97a5-93ca6afbd1b2,Active,ISU,
cjcarstens2,218f5bbf-ff67-4eb2-97a5-93ca6afbd1b2,Active,TTU,
cjcarstens2,218f5bbf-ff67-4eb2-97a5-93ca6afbd1b2,Active,FLA,
cjcarstens2,218f5bbf-ff67-4eb2-97a5-93ca6afbd1b2,Active,Unknown,
GILES2506,21cea089-e8db-47cb-97f0-f9808700ee5a,Active,TTU,
GILES2506,21cea089-e8db-47cb-97f0-f9808700ee5a,Active,ISU,
GILES2506,21cea089-e8db-47cb-97f0-f9808700ee5a,Active,PUR,
GILES2506,21cea089-e8db-47cb-97f0-f9808700ee5a,Active,MD,
GILES2506,21cea089-e8db-47cb-97f0-f9808700ee5a,Active,Unknown,
schoppwgr,222d2db4-6a19-44d8-a57e-29b1a2e51f0a,Active,WIS,
schoppwgr,222d2db4-6a19-44d8-a57e-29b1a2e51f0a,Active,CSU,
schoppwgr,222d2db4-6a19-44d8-a57e-29b1a2e51f0a,Active,PUR,
schoppwgr,222d2db4-6a19-44d8-a57e-29b1a2e51f0a,Active,ISU,
schoppwgr,222d2db4-6a19-44d8-a57e-29b1a2e51f0a,Active,Unknown,
mball212358,2335e756-fec2-42e6-91ab-221e6443186d,Active,TTU,
mball212358,2335e756-fec2-42e6-91ab-221e6443186d,Active,ORE,
mball212358,2335e756-fec2-42e6-91ab-221e6443186d,Active,PUR,
mball212358,2335e756-fec2-42e6-91ab-221e6443186d,Active,MSU,
mball212358,2335e756-fec2-42e6-91ab-221e6443186d,Active,Unknown,
gfienberg17,27e5cd33-8a05-4a98-994a-2781f0e30fb7,Active,SJU,
gfienberg17,27e5cd33-8a05-4a98-994a-2781f0e30fb7,Active,CONN,
gfienberg17,27e5cd33-8a05-4a98-994a-2781f0e30fb7,Active,PUR,
gfienberg17,27e5cd33-8a05-4a98-994a-2781f0e30fb7,Active,MD,
gfienberg17,27e5cd33-8a05-4a98-994a-2781f0e30fb7,Active,Unknown,
IlliniWags,293bcaed-e796-48e4-a1ef-555177571b39,Active,GONZ,
IlliniWags,293bcaed-e796-48e4-a1ef-555177571b39,Active,ORE,
IlliniWags,293bcaed-e796-48e4-a1ef-555177571b39,Active,PUR,
IlliniWags,293bcaed-e796-48e4-a1ef-555177571b39,Active,MD,
IlliniWags,293bcaed-e796-48e4-a1ef-555177571b39,Active,Unknown,
princehal,2c1cec17-820d-4f11-90f7-57c073ee5250,Active,WIS,
princehal,2c1cec17-820d-4f11-90f7-57c073ee5250,Active,MD,
princehal,2c1cec17-820d-4f11-90f7-57c073ee5250,Active,TENN,
princehal,2c1cec17-820d-4f11-90f7-57c073ee5250,Active,ALA,
princehal,2c1cec17-820d-4f11-90f7-57c073ee5250,Active,Unknown,
tomzur8805,2e3ac401-219c-4df0-ad7d-9cd1aecdad12,Active,SJU,
tomzur8805,2e3ac401-219c-4df0-ad7d-9cd1aecdad12,Active,SMC,
tomzur8805,2e3ac401-219c-4df0-ad7d-9cd1aecdad12,Active,TENN,
tomzur8805,2e3ac401-219c-4df0-ad7d-9cd1aecdad12,Active,ALA,
tomzur8805,2e3ac401-219c-4df0-ad7d-9cd1aecdad12,Active,Unknown,
krank454,2efcc9e0-ef2f-47d0-b71f-cfb66d63179f,Active,WIS,
krank454,2efcc9e0-ef2f-47d0-b71f-cfb66d63179f,Active,ISU,
krank454,2efcc9e0-ef2f-47d0-b71f-cfb66d63179f,Active,TTU,
krank454,2efcc9e0-ef2f-47d0-b71f-cfb66d63179f,Active,MD,
krank454,2efcc9e0-ef2f-47d0-b71f-cfb66d63179f,Active,Unknown,
spina8,31bdf809-7e38-4319-8b11-1dcac70d3f48,Active,WIS,
spina8,31bdf809-7e38-4319-8b11-1dcac70d3f48,Active,UK,
spina8,31bdf809-7e38-4319-8b11-1dcac70d3f48,Active,PUR,
spina8,31bdf809-7e38-4319-8b11-1dcac70d3f48,Active,MD,
spina8,31bdf809-7e38-4319-8b11-1dcac70d3f48,Active,Unknown,
MAJORMOTION,32c3fd67-8641-47ae-b70d-668e69e7816f,Active,GONZ,
MAJORMOTION,32c3fd67-8641-47ae-b70d-668e69e7816f,Active,MD,
MAJORMOTION,32c3fd67-8641-47ae-b70d-668e69e7816f,Active,PUR,
MAJORMOTION,32c3fd67-8641-47ae-b70d-668e69e7816f,Active,ISU,
MAJORMOTION,32c3fd67-8641-47ae-b70d-668e69e7816f,Active,Unknown,
meko3434,335af5d6-1d65-4669-8fe9-e45603edfbe5,Active,TTU,
meko3434,335af5d6-1d65-4669-8fe9-e45603edfbe5,Active,ISU,
meko3434,335af5d6-1d65-4669-8fe9-e45603edfbe5,Active,TENN,
meko3434,335af5d6-1d65-4669-8fe9-e45603edfbe5,Active,MD,
meko3434,335af5d6-1d65-4669-8fe9-e45603edfbe5,Active,Unknown,
rundeep,33d8fe66-6089-4b28-afd0-04937050a8f3,Active,WIS,
rundeep,33d8fe66-6089-4b28-afd0-04937050a8f3,Active,UK,
rundeep,33d8fe66-6089-4b28-afd0-04937050a8f3,Active,TENN,
rundeep,33d8fe66-6089-4b28-afd0-04937050a8f3,Active,MSU,
rundeep,33d8fe66-6089-4b28-afd0-04937050a8f3,Active,Unknown,
cutmakerjeff,3a2d7fb9-8d18-4fb0-a27b-cbe3d2183e41,Active,SJU,
cutmakerjeff,3a2d7fb9-8d18-4fb0-a27b-cbe3d2183e41,Active,ISU,
cutmakerjeff,3a2d7fb9-8d18-4fb0-a27b-cbe3d2183e41,Active,TENN,
cutmakerjeff,3a2d7fb9-8d18-4fb0-a27b-cbe3d2183e41,Active,MSU,
cutmakerjeff,3a2d7fb9-8d18-4fb0-a27b-cbe3d2183e41,Active,Unknown,
gilburt21,3ecb088c-5615-4a4b-b406-6cb9da82cb25,Active,SJU,
gilburt21,3ecb088c-5615-4a4b-b406-6cb9da82cb25,Active,ARIZ,
gilburt21,3ecb088c-5615-4a4b-b406-6cb9da82cb25,Active,PUR,
gilburt21,3ecb088c-5615-4a4b-b406-6cb9da82cb25,Active,MD,
gilburt21,3ecb088c-5615-4a4b-b406-6cb9da82cb25,Active,Unknown,
gripdeez,3fa39902-b991-464d-8e24-39e157b40780,Active,GONZ,
gripdeez,3fa39902-b991-464d-8e24-39e157b40780,Active,CONN,
gripdeez,3fa39902-b991-464d-8e24-39e157b40780,Active,PUR,
gripdeez,3fa39902-b991-464d-8e24-39e157b40780,Active,ILL,
gripdeez,3fa39902-b991-464d-8e24-39e157b40780,Active,Unknown,
soft-team-2310,3fcafda4-b2c0-470e-902c-a9508aad6011,Active,PUR,
soft-team-2310,3fcafda4-b2c0-470e-902c-a9508aad6011,Active,ARIZ,
soft-team-2310,3fcafda4-b2c0-470e-902c-a9508aad6011,Active,TTU,
soft-team-2310,3fcafda4-b2c0-470e-902c-a9508aad6011,Active,MSU,
soft-team-2310,3fcafda4-b2c0-470e-902c-a9508aad6011,Active,Unknown,
tdubwins,4276285e-19a1-4aa2-a2bc-13b375d9d902,Active,WIS,
tdubwins,4276285e-19a1-4aa2-a2bc-13b375d9d902,Active,ISU,
tdubwins,4276285e-19a1-4aa2-a2bc-13b375d9d902,Active,PUR,
tdubwins,4276285e-19a1-4aa2-a2bc-13b375d9d902,Active,MD,
tdubwins,4276285e-19a1-4aa2-a2bc-13b375d9d902,Active,Unknown,
pelky33,447c4994-588a-4ef3-9924-ad354eb70bd7,Active,HOU,
pelky33,447c4994-588a-4ef3-9924-ad354eb70bd7,Active,ALA,
pelky33,447c4994-588a-4ef3-9924-ad354eb70bd7,Active,AUB,
pelky33,447c4994-588a-4ef3-9924-ad354eb70bd7,Active,FLA,
pelky33,447c4994-588a-4ef3-9924-ad354eb70bd7,Active,Unknown,
rrrius,46d5281e-96d2-4381-bf05-1426f8906808,Active,GONZ,
rrrius,46d5281e-96d2-4381-bf05-1426f8906808,Active,ARIZ,
rrrius,46d5281e-96d2-4381-bf05-1426f8906808,Active,TTU,
rrrius,46d5281e-96d2-4381-bf05-1426f8906808,Active,MD,
rrrius,46d5281e-96d2-4381-bf05-1426f8906808,Active,Unknown,
Matt-T-580,499547fd-82b7-43c3-b67b-c16e839043e9,Active,TENN,
Matt-T-580,499547fd-82b7-43c3-b67b-c16e839043e9,Active,ISU,
Matt-T-580,499547fd-82b7-43c3-b67b-c16e839043e9,Active,PUR,
Matt-T-580,499547fd-82b7-43c3-b67b-c16e839043e9,Active,MD,
Matt-T-580,499547fd-82b7-43c3-b67b-c16e839043e9,Active,Unknown,
walstib,4ace8ccc-7369-472c-b51e-b6ea632babe0,Active,GONZ,
walstib,4ace8ccc-7369-472c-b51e-b6ea632babe0,Active,SMC,
walstib,4ace8ccc-7369-472c-b51e-b6ea632babe0,Active,TENN,
walstib,4ace8ccc-7369-472c-b51e-b6ea632babe0,Active,MD,
walstib,4ace8ccc-7369-472c-b51e-b6ea632babe0,Active,Unknown,
jackl24,4b0a9ccd-e15a-41b1-a68e-f39a84ff81f9,Active,HOU,
jackl24,4b0a9ccd-e15a-41b1-a68e-f39a84ff81f9,Active,MSU,
jackl24,4b0a9ccd-e15a-41b1-a68e-f39a84ff81f9,Active,TTU,
jackl24,4b0a9ccd-e15a-41b1-a68e-f39a84ff81f9,Active,MD,
jackl24,4b0a9ccd-e15a-41b1-a68e-f39a84ff81f9,Active,Unknown,
Unknown,4b274d07-d096-4b08-870d-7051b42548e6,Active,WIS,
Unknown,4b274d07-d096-4b08-870d-7051b42548e6,Active,MD,
Unknown,4b274d07-d096-4b08-870d-7051b42548e6,Active,TENN,
Unknown,4b274d07-d096-4b08-870d-7051b42548e6,Active,MSU,
Unknown,4b274d07-d096-4b08-870d-7051b42548e6,Active,Unknown,
Gcolantino,4db9a62c-98df-491c-98f0-ea2e26e8aac6,Active,GONZ,
Gcolantino,4db9a62c-98df-491c-98f0-ea2e26e8aac6,Active,UK,
Gcolantino,4db9a62c-98df-491c-98f0-ea2e26e8aac6,Active,PUR,
Gcolantino,4db9a62c-98df-491c-98f0-ea2e26e8aac6,Active,ISU,
Gcolantino,4db9a62c-98df-491c-98f0-ea2e26e8aac6,Active,Unknown,
Sweenbean34,4dbe25bd-4cf5-48ea-bc81-6da6e5ccbd44,Active,WIS,
Sweenbean34,4dbe25bd-4cf5-48ea-bc81-6da6e5ccbd44,Active,ARIZ,
Sweenbean34,4dbe25bd-4cf5-48ea-bc81-6da6e5ccbd44,Active,TTU,
Sweenbean34,4dbe25bd-4cf5-48ea-bc81-6da6e5ccbd44,Active,MD,
Sweenbean34,4dbe25bd-4cf5-48ea-bc81-6da6e5ccbd44,Active,Unknown,
rxbandit,4ea9d7ef-067b-49cc-acb5-e3cf9d677d05,Active,SJU,
rxbandit,4ea9d7ef-067b-49cc-acb5-e3cf9d677d05,Active,ALA,
rxbandit,4ea9d7ef-067b-49cc-acb5-e3cf9d677d05,Active,TENN,
rxbandit,4ea9d7ef-067b-49cc-acb5-e3cf9d677d05,Active,MD,
rxbandit,4ea9d7ef-067b-49cc-acb5-e3cf9d677d05,Active,Unknown,
KPRAMPIN,4f19bc7b-9a4d-40a3-8d2d-bb730a1866c5,Active,TXAM,
KPRAMPIN,4f19bc7b-9a4d-40a3-8d2d-bb730a1866c5,Active,ARIZ,
KPRAMPIN,4f19bc7b-9a4d-40a3-8d2d-bb730a1866c5,Active,BYU,
KPRAMPIN,4f19bc7b-9a4d-40a3-8d2d-bb730a1866c5,Active,ISU,
KPRAMPIN,4f19bc7b-9a4d-40a3-8d2d-bb730a1866c5,Active,Unknown,
Ariab62,4f1a8776-7975-44e8-813a-a0f94f0428c6,Active,SJU,
Ariab62,4f1a8776-7975-44e8-813a-a0f94f0428c6,Active,UK,
Ariab62,4f1a8776-7975-44e8-813a-a0f94f0428c6,Active,TTU,
Ariab62,4f1a8776-7975-44e8-813a-a0f94f0428c6,Active,MD,
Ariab62,4f1a8776-7975-44e8-813a-a0f94f0428c6,Active,Unknown,
BRANDON-PHILLIPS,55286a4a-5143-4834-b4a1-f1124eac314c,Active,SJU,
BRANDON-PHILLIPS,55286a4a-5143-4834-b4a1-f1124eac314c,Active,ARIZ,
BRANDON-PHILLIPS,55286a4a-5143-4834-b4a1-f1124eac314c,Active,TENN,
BRANDON-PHILLIPS,55286a4a-5143-4834-b4a1-f1124eac314c,Active,MD,
BRANDON-PHILLIPS,55286a4a-5143-4834-b4a1-f1124eac314c,Active,Unknown,
mattholden1231,56269f0e-dba2-43d9-b5bb-62c3d0543c38,Active,SJU,
mattholden1231,56269f0e-dba2-43d9-b5bb-62c3d0543c38,Active,ISU,
mattholden1231,56269f0e-dba2-43d9-b5bb-62c3d0543c38,Active,PUR,
mattholden1231,56269f0e-dba2-43d9-b5bb-62c3d0543c38,Active,MD,
mattholden1231,56269f0e-dba2-43d9-b5bb-62c3d0543c38,Active,Unknown,
nrm96,568f38bc-3456-4219-adbf-490e57dd2630,Active,GONZ,
nrm96,568f38bc-3456-4219-adbf-490e57dd2630,Active,SMC,
nrm96,568f38bc-3456-4219-adbf-490e57dd2630,Active,PUR,
nrm96,568f38bc-3456-4219-adbf-490e57dd2630,Active,MD,
nrm96,568f38bc-3456-4219-adbf-490e57dd2630,Active,Unknown,
Jpsull1,56e68d07-d1ae-4bac-8f73-c1c66b39e545,Active,WIS,
Jpsull1,56e68d07-d1ae-4bac-8f73-c1c66b39e545,Active,ISU,
Jpsull1,56e68d07-d1ae-4bac-8f73-c1c66b39e545,Active,TTU,
Jpsull1,56e68d07-d1ae-4bac-8f73-c1c66b39e545,Active,MD,
Jpsull1,56e68d07-d1ae-4bac-8f73-c1c66b39e545,Active,Unknown,
tommya990011,577d5e94-ee77-4439-b688-2178d4d2c8dc,Active,SJU,
tommya990011,577d5e94-ee77-4439-b688-2178d4d2c8dc,Active,UK,
tommya990011,577d5e94-ee77-4439-b688-2178d4d2c8dc,Active,PUR,
tommya990011,577d5e94-ee77-4439-b688-2178d4d2c8dc,Active,MD,
tommya990011,577d5e94-ee77-4439-b688-2178d4d2c8dc,Active,Unknown,
profschneebly,57b34dd5-3c0f-4c58-bb9a-5ebab12cb50d,Active,PUR,
profschneebly,57b34dd5-3c0f-4c58-bb9a-5ebab12cb50d,Active,ALA,
profschneebly,57b34dd5-3c0f-4c58-bb9a-5ebab12cb50d,Active,TTU,
profschneebly,57b34dd5-3c0f-4c58-bb9a-5ebab12cb50d,Active,MD,
profschneebly,57b34dd5-3c0f-4c58-bb9a-5ebab12cb50d,Active,Unknown,
zherro9,5b54155d-e4b7-485c-91b0-3c7e9b970d51,Active,GONZ,
zherro9,5b54155d-e4b7-485c-91b0-3c7e9b970d51,Active,ARIZ,
zherro9,5b54155d-e4b7-485c-91b0-3c7e9b970d51,Active,TTU,
zherro9,5b54155d-e4b7-485c-91b0-3c7e9b970d51,Active,MD,
zherro9,5b54155d-e4b7-485c-91b0-3c7e9b970d51,Active,Unknown,
mikeemanning,5d3fe84a-d878-45c5-8622-edb36dcb8282,Active,UCLA,
mikeemanning,5d3fe84a-d878-45c5-8622-edb36dcb8282,Active,CONN,
mikeemanning,5d3fe84a-d878-45c5-8622-edb36dcb8282,Active,BYU,
mikeemanning,5d3fe84a-d878-45c5-8622-edb36dcb8282,Active,MD,
mikeemanning,5d3fe84a-d878-45c5-8622-edb36dcb8282,Active,Unknown,
Weiss,5dfedf21-00a7-4566-9912-a045020e89d7,Active,WIS,
Weiss,5dfedf21-00a7-4566-9912-a045020e89d7,Active,UK,
Weiss,5dfedf21-00a7-4566-9912-a045020e89d7,Active,BYU,
Weiss,5dfedf21-00a7-4566-9912-a045020e89d7,Active,CSU,
Weiss,5dfedf21-00a7-4566-9912-a045020e89d7,Active,Unknown,
nba12345,5e80adec-40f0-46cf-878b-469fee7f0084,Active,WIS,
nba12345,5e80adec-40f0-46cf-878b-469fee7f0084,Active,ORE,
nba12345,5e80adec-40f0-46cf-878b-469fee7f0084,Active,TTU,
nba12345,5e80adec-40f0-46cf-878b-469fee7f0084,Active,MD,
nba12345,5e80adec-40f0-46cf-878b-469fee7f0084,Active,Unknown,
chadschroeder,5f97e553-3ae3-48db-97c5-949df269a2e9,Active,PUR,
chadschroeder,5f97e553-3ae3-48db-97c5-949df269a2e9,Active,ARIZ,
chadschroeder,5f97e553-3ae3-48db-97c5-949df269a2e9,Active,TTU,
chadschroeder,5f97e553-3ae3-48db-97c5-949df269a2e9,Active,ISU,
chadschroeder,5f97e553-3ae3-48db-97c5-949df269a2e9,Active,Unknown,
jrtaylor,6240bf81-8b7c-4d4c-bac3-45ea56ec995a,Active,PUR,
jrtaylor,6240bf81-8b7c-4d4c-bac3-45ea56ec995a,Active,ARIZ,
jrtaylor,6240bf81-8b7c-4d4c-bac3-45ea56ec995a,Active,TENN,
jrtaylor,6240bf81-8b7c-4d4c-bac3-45ea56ec995a,Active,MD,
jrtaylor,6240bf81-8b7c-4d4c-bac3-45ea56ec995a,Active,Unknown,
gjanssen7,6362199f-61e1-489a-83f4-a70d46908878,Active,SJU,
gjanssen7,6362199f-61e1-489a-83f4-a70d46908878,Active,ALA,
gjanssen7,6362199f-61e1-489a-83f4-a70d46908878,Active,PUR,
gjanssen7,6362199f-61e1-489a-83f4-a70d46908878,Active,MD,
gjanssen7,6362199f-61e1-489a-83f4-a70d46908878,Active,Unknown,
